,ProfessorName,className
576,김대영 교수님,불한대조분석(외국어강의)
577,이선희 교수님,아동문학번역(외국어강의)
578,유재화 교수님,프랑스어와미디어
579,지영래 교수님,프랑스어권문학(외국어강의)
580,김준현 교수님,프랑스시의이해(외국어강의)
581,조주은 교수님,프랑스문화산업(외국어강의)
582,정명희 교수님,프랑스어교과교육론
583,Jeanmaire Guillaume 교수님,실용텍스트번역(외국어강의)
584,조재룡 교수님,프랑스문학과비평의흐름(외국어강의)
585,최호근 교수님,역사학개론
586,이석현 교수님,동아시아사입문
587,원태준 교수님,서양사입문(영강)
588,김진우 교수님,중국문명과제국체제
589,이훈 교수님,중국근세사
590,김경현 교수님,서양고대사
591,염운옥 교수님,서양근세사
592,최호근 교수님,서양최근세사
593,Frederic Thial de Bordenave 교수님,프랑스문화사(영강)
594,한해정 교수님,독일문화사
595,신지혜 교수님,미국문화사(영강)
596,조명철 교수님,일본사
597,박상수 교수님,동아시아현대사
598,유희수 교수님,중세교회와세속문화
599,홍성곤 교수님,서양의자본주의와제국주의
600,"REN, Jidong 교수님",중국사특강Ⅰ(외국어강의)
601,Kathryn Weathersby 교수님,서양사특강Ⅰ(영강)
602,이형식 교수님,일본사특강
603,이선애 교수님,내륙아시아와중화세계
604,홍성태 교수님,한국사회의구조와변동
605,김수한 교수님,사회조직론(영강)
606,윤인진 교수님,사회심리학
607,고형면 교수님,사회문제론
608,황정미 교수님,"젠더,국가와정책"
609,안호용 교수님,사회인류학
610,장신옥 교수님,환경사회학(영강)
611,조한범 교수님,북한사회의이해
612,박길성 교수님,사회학적상상력 (사회학과 1학년만 수강가능)
613,이윤경 교수님,"사회학적상상력(영강) (사회학과 2,3,4학년 및 타과 수강 가능)"
614,박형신 교수님,사회학발달사
615,민문홍 교수님,현대사회학이론
616,김선업 교수님,사회조사방법
617,이진우 교수님,사회통계(영강)
618,김경필 교수님,사회발전론
619,김종태 교수님,비교사회학
620,김철규 교수님,한국의사회와문화 (GKS 융합전공 이수자에 한함:외국인만 수강)
621,이종선 교수님,직업과사회
622,박수호 교수님,종교사회학
623,손인서 교수님,질적연구방법
624,이문호 교수님,노동사회학
625,김진영 교수님,건강과의료의사회학(영강)
626,김경은 교수님,일반사회교과교육론
627,이지훈 교수님,문화사회학(영강)
628,홍성태 교수님,정치사회학
629,장안식 교수님,범죄사회학
630,김수영 교수님,노년사회학
631,정일준 교수님,역사사회학(영강)
632,임인숙 교수님,몸과섹슈얼리티
633,송인주 교수님,식품과사회
634,김인춘 교수님,사회문제와사회정책
635,노형남 교수님,시청각스페인어I 교양관108호로 강의실 변경
636,정인태 교수님,중급스페인어연습I(외국어강의)
637,장재원 교수님,스페인어산문강독(외국어강의)
639,노형남 교수님,스페인어학개론
640,노형남 교수님,서중남미지역학I 화요일 교양관201호로 강의실 변경
641,박수경 교수님,라틴아메리카문화사
642,김재선 교수님,서문학사
643,김선욱 교수님,스페인시
644,배지완 교수님,라틴아메리카문학사
645,배지완 교수님,라틴아메리카소설
646,최은경 교수님,라틴아메리카식민지시대연구
647,김희순 교수님,스페인·라틴아메리카정치와사회변동
648,양성혜 교수님,스페인어교수법(외국어강의)
649,조영현 교수님,스페인어권사회의이해(외국어강의)
650,김선욱 교수님,스페인희곡
651,남영우 교수님,스페인중세문학
652,남영우 교수님,스페인사상사(외국어강의)
653,안영옥 교수님,돈키호테론
654,정혜윤 교수님,스페인어음성음운론(외국어강의)
655,정혜윤 교수님,사회언어학
656,조혜진 교수님,라틴아메리카문화사회학
657,오일석 교수님,라틴아메리카기호학마케팅방법론
658,Sebastian Patron Saade 교수님,라틴아메리카문학이론연구(외국어강의)
659,정혜윤 교수님,라틴아메리카조사방법론
660,배지완 교수님,인턴십Ⅰ
661,배지완 교수님,인턴십Ⅱ
662,조양석 교수님,심리학의기초I
663,고영건 교수님,심리학의기초II
664,최은수 교수님,심리통계 심리통계실습(PSYC206-00)수강자만 수강가능
665,구민모 교수님,심리통계
666,최은수 교수님,심리통계실습 (일반강의실에서 진행되므로 노트북지참 필수)/심리통계(PSYC204-00)수강자만 수강가능
667,구민모 교수님,심리통계실습
668,김채연 교수님,감각및지각심리학(영강)
669,고영건 교수님,성격심리학
670,박동건 교수님,"산업심리학 (재수강 불가, 교생실습생 수강 불가)"
671,성영신 교수님,소비자심리학
672,최준식 교수님,생물심리학(영강)
673,허태균 교수님,사회심리학
674,박선웅 교수님,사회적행동과개인차(영강)
675,남기춘 교수님,인지심리학
676,김선영 교수님,이상심리학(영강)
677,양은주 교수님,집단상담(영강)
678,최승혁 교수님,법과인간행동
679,김현택 교수님,동기와정서
680,조양석 교수님,주의와반응선택(영강)
681,김학진 교수님,사회신경과학(영강)
682,최기홍 교수님,정신재활(영강)
683,강범모 교수님,일반언어학
684,박미경 교수님,음운론
685,강아름 교수님,언어와논리(영강)
686,최재웅 교수님,화용론
687,황유미 교수님,언어학이론응용
688,이진영 교수님,언어와미디어
689,이주영 교수님,개별언어I
690,정유진 교수님,문법론(영강)
691,김성도 교수님,사회언어학
692,홍정하 교수님,언어학특강I
693,정유진 교수님,언어학강독I(영강) 담당교수님: 김은호 교수님에서 정유진 교수님으로 변경
694,장성현 교수님,영미시개론(영강)
695,이단비 교수님,영미희곡개론
696,강선미 교수님,영어학개론
697,김현진 교수님,영어학개론(영강)
698,이지영 교수님,영어학개론(영강)
699,Peter McAuley 교수님,전공영문글쓰기(영강)
700,Kathleen Lee 교수님,전공영문글쓰기(영강)
701,임현양 교수님,고전영문학의흐름(영강)
702,김준삼 교수님,영미문학과대중문화
703,Peter McAuley 교수님,영미문학과영화(영강)
704,박현주 교수님,영어의사회언어학(영강)
705,신혜원 교수님,현대미국소설(영강)
706,전범수 교수님,영미시연구(영강)
707,김양순 교수님,미국시
708,배경진 교수님,19세기영국소설(영강)
709,김기호 교수님,영어발달사
710,김정석 교수님,영어통사론
711,황은하 교수님,영어통사론(영강)
712,하인혜 교수님,비평이론
713,전준택 교수님,영국희곡
714,윤희기 교수님,미국산문
715,최성희 교수님,번역연습
716,이삼출 교수님,번역연습
717,남호성 교수님,영어학연구(영강)
718,최소담 교수님,초기미국문학(영강)
719,안선영 교수님,영미문학과젠더(영강)
720,Peter McAuley 교수님,영미문학특수과제Ⅰ(영강)
721,진경혜 교수님,영미문학특수과제Ⅰ
722,신정화 교수님,심리언어학(영강)
723,안선영 교수님,최근영미문학(영강)
724,김현진 교수님,영어교과교재연구및지도법(영강)
725,문희경 교수님,영문학과계몽주의
726,"김성도,지승학 교수님",인문학과문화산업
727,김기형 교수님,한국문화와한류
728,김범인 교수님,응용논리학
729,조민하 교수님,소통과언어
730,김청균 교수님,일본근현대문학의이해(외국어강의)
731,류정훈 교수님,일본언어문화의세계(외국어강의)
732,치바사유리 교수님,일본어학의이해Ⅱ(외국어강의)
733,김보경 교수님,일본근현대소설의이해(영강-외국어강의)
734,김충영 교수님,일본전통극의이해
735,이지은 교수님,초급일본어작문
736,Sugimoto Shogo 교수님,중급일본어작문(외국어강의)
737,채성식 교수님,초급일본어독해(외국어강의)
738,이승신 교수님,중급일본어독해(외국어강의)
739,Sugimoto Shogo 교수님,초급일본어회화(외국어강의)
740,김학순 교수님,중급일본어회화(외국어강의)
741,김영근 교수님,글로벌시대의지역경제와일본(외국어강의)
742,오승희 교수님,현대일본의국제관계(외국어강의)
743,송완범 교수님,동아시아역사와한일문화
744,오승희 교수님,일본의정치세력:보수와혁신(외국어강의)
745,김수미 교수님,일본풍토와건축공간(외국어강의)
746,류정훈 교수님,일본미디어와문화콘텐츠(외국어강의)
747,Sugimoto Shogo 교수님,일본근현대문학과영상문화(외국어강의)
748,조경 교수님,일본고전문학사(외국어강의)
749,조영남 교수님,일본어담화분석론(외국어강의)
750,백이연 교수님,일본사회와언어(외국어강의)
751,정병호 교수님,일본어문학문화와한국(외국어강의)
752,채성식 교수님,일본어화용론
753,편용우 교수님,일본공연과예술(외국어강의)
754,김용철 교수님,근대일본의전쟁과예술(외국어강의)
755,김현아 교수님,일본어학응용연구(외국어강의)
756,김계자 교수님,일본디아스포라문학(외국어강의)
757,조영남 교수님,일본어교과교육론(외국어강의)
758,김충영 교수님,일본전통시가의이해
759,김주희 교수님,중국어회화I(외국어강의)
760,김명학 교수님,중국어회화I(외국어강의)
761,정명숙 교수님,중국어회화I(외국어강의)
762,홍서연 교수님,중급중국어강독I
763,김영민 교수님,"중급중국어강독I 중문과 전공학생 수강 권고(제1,이중,부,복수)"
764,이현복 교수님,중급중국어강독I
765,Lixin Jin 교수님,현대중국어문법I(외국어강의)
766,최용철 교수님,중국고전문학사I
767,신봉수 교수님,현대중국사회의이해
768,조동매 교수님,고급중국어연습I(외국어강의)
769,조동매 교수님,중국어작문I(외국어강의)
770,Lixin Jin 교수님,"중국어작문I(외국어강의) 중국,대만,홍콩 학생 수강 불가"
771,김숙향 교수님,중국고전강독I(외국어강의)
772,홍윤기 교수님,중국고전강독I(외국어강의)
773,윤순일 교수님,중국고전강독I(외국어강의)
774,안예선 교수님,중국고전강독I(외국어강의)
775,김준연 교수님,중국고전시가I
776,김지선 교수님,중국고전소설I
777,최규발 교수님,중한언어비교
778,권운영 교수님,중국의공연예술
779,홍윤기 교수님,중국문학과인문지리
780,조동매 교수님,중국어세미나I(외국어강의)
781,김윤수 교수님,중국현대문학비평
782,김종석 교수님,중국문학과영상문화
783,김선 교수님,중국어교과교육론
784,임홍빈 교수님,형이상학
785,정인교 교수님,기호논리학
786,하종호 교수님,인식론 (강의시간: 12시~13시 15분)
787,손병석 교수님,서양고대철학
788,이승환 교수님,중국선진철학
789,오상무 교수님,중국양한위진철학
790,임홍빈 교수님,서양근세철학
791,이재훈 교수님,현상학
792,정인교 교수님,귀납논리
793,조성택 교수님,불교철학특강
794,성창원 교수님,윤리학특강
795,한재훈 교수님,한국철학연습
796,정창호 교수님,철학교과교재연구및지도법
797,Leighanne Kimberly Yuh 교수님,무제강좌(영강)
798,박대재 교수님,고적조사실습
799,허은 교수님,고적조사실습
800,강제훈 교수님,한국역사입문I
801,박대재 교수님,한국문화의기원
802,김창현 교수님,고려전기사
803,강제훈 교수님,조선전기사
804,한승훈 교수님,한국근대사
805,이송순 교수님,한국현대사I 담당교수 : 정태헌 → 이송순
806,김경태 교수님,한국고중세사연습
807,김재웅 교수님,북한의한국사연구동향
808,최종호 교수님,박물관학개설
809,허은 교수님,한국근현대미디어와역사이해
810,윤경희 교수님,맹자읽기I
811,변영문 교수님,서예의감상과실습I
812,심경호 교수님,한자의이해
813,송혁기 교수님,한문학과문화유산
814,김정숙 교수님,한문소설의세계
815,김언종 교수님,논어읽기
816,김연수 교수님,한문교과교재연구및지도법
817,임준철 교수님,한국한문고전세미나
818,박영민 교수님,한국한문학작가론
819,김윤섭 교수님,불교적사유와문화
820,유호진 교수님,오경읽기
821,김진경 교수님,한문교과논리및논술
822,마동훈 교수님,미디어학입문 미디어학부 2017학번 신입생
823,최현철 교수님,미디어학입문
824,이용원 교수님,미디어글쓰기
825,김학순 교수님,미디어글쓰기
826,박성희 교수님,미디어글쓰기
827,김성희 교수님,미디어글쓰기
828,허만섭 교수님,미디어글쓰기 강의실 변경
829,노광우 교수님,방송영화론(영강)
830,노광우 교수님,방송영화론(영강) 외국인학생 전용반
831,김형신 교수님,영상미학이론(영강)
832,김영훈 교수님,조직커뮤니케이션(영강)
833,이소은 교수님,디지털사회의이해
834,최세정 교수님,광고관리론(영강)
835,정연권 교수님,퍼블릭스피치와프리젠테이션(영강)
836,이준복 교수님,국제커뮤니케이션
837,이준복 교수님,국제커뮤니케이션 외국인학생 전용반
838,이소영 교수님,출판기획제작
839,최은경 교수님,미디어와사회변동(영강)
840,Hee Sun Park 교수님,인간커뮤니케이션(영강)
841,박정찬 교수님,미디어와여론
842,이은택 교수님,다큐멘타리제작실습
843,정세훈 교수님,설득커뮤니케이션(영강)
844,정원준 교수님,"PR캠페인 학과 사정으로 강의시간 변경 및 강사 교체 예정임[목요일 3,4,5교시(12:35 - 15:15)]"
845,이헌율 교수님,방송영화기초제작실습
846,김소형 교수님,정치커뮤니케이션(영강)
847,이화섭 교수님,방송뉴스리포팅
848,박지훈 교수님,다문화사회와미디어(영강)
849,구윤희 교수님,온라인저널리즘실습
850,박형석 교수님,광고와창의성
851,곽윤섭 교수님,보도사진이론및실습
852,마동훈 교수님,대중문화연구 수업시간[12:00 - 13:15]
853,박재영 교수님,탐사기획보도
854,함영준 교수님,탐사기획보도
855,배근민 교수님,인터넷커뮤니케이션(영강)
856,천성재 교수님,광고PR제작실습
857,김종국 교수님,방송뉴스리포팅고급
858,김성태 교수님,언론정보특강
859,문미리 교수님,미디어캠페인기획(영강)
860,김수미 교수님,비판커뮤니케이션
861,최현철 교수님,미디어연구방법
862,김정현 교수님,미디어정책론
863,권오범 교수님,광고PR특강
864,박지훈 교수님,한국의문화와미디어(영강)
865,최믿음 교수님,한국의문화와미디어 외국인학생 전용반
866,홍영기 교수님,형사소송법
867,김인현 교수님,상법총칙ㆍ상행위법
868,차진아 교수님,헌법
869,윤정인 교수님,헌법
870,김소연 교수님,헌법
871,김상중 교수님,민법
873,강수진 교수님,형법
874,정승환 교수님,형법
875,장완규 교수님,민사소송법 (자유전공학부 및 융합전공 대상)
876,김태진 교수님,기업의설립·운영과법
877,"강병근,오시진 교수님",국제법
878,이희정 교수님,행정법
879,박정연 교수님,행정법총론
880,김동현 교수님,민사소송법(상)
881,이호행 교수님,물권법론
882,노현숙 교수님,IT법
883,이재형 교수님,국제경제법
884,김현아 교수님,국제사법
885,권순욱 교수님,신경해부학
886,김준선 교수님,치료인자(영강)
887,정진웅 교수님,신경계물리치료
888,김정철 교수님,신경외과
889,윤범철 교수님,운동치료학II(응용원리)
890,송창호 교수님,심호흡계물리치료
891,김형규 교수님,내과학
892,김준선 교수님,운동생리학
893,임정훈 교수님,임상통계학
894,박제원 교수님,의생명과학실험I(영강)
895,손영선 교수님,유전학
896,이하나 교수님,미생물학(영강)
897,홍성회 교수님,분자생물학
898,임영희 교수님,면역학
899,홍성회 교수님,줄기세포생물학(영강)
900,신민정 교수님,질병영양대사(영강)
901,서형주 교수님,효소공학
902,정수현 교수님,식품미생물학
903,채선희 교수님,조리원리(영강)
904,김인환 교수님,식품학I
905,은복기 교수님,내분비학
906,박재용 교수님,신경과학(영강)
907,박정현 교수님,바이러스학
908,윤성원 교수님,식품재료학
909,송재철 교수님,생물소재저장학
910,홍성용 교수님,식품안전및독성학
911,김영순 교수님,식문화및스타일링
912,박제원 교수님,인체정보학(영강)
913,윤명근 교수님,의학물리
914,최영운 교수님,공학수학I(영강)
915,조규동 교수님,공학수학I
916,김법민 교수님,생체역학(영강)
917,전용혁 교수님,해부학
918,염정열 교수님,회로이론(영강)
919,최연호 교수님,유기화학(영강)
920,성준경 교수님,생체정보학(영강)
921,윤대성 교수님,생화학(영강)
922,윤대성 교수님,분자생물학(영강)
923,김수진 교수님,전자회로
924,최영운 교수님,생체전달시스템(영강)
925,성준경 교수님,의료영상
926,배재건 교수님,생체신호처리
927,고영학 교수님,생체재료(영강)
928,고영학 교수님,의공학실험II
929,윤대성 교수님,의공학실험II
930,이규백 교수님,의공학실험II
931,김법민 교수님,바이오포토닉스(영강)
932,박용두 교수님,조직공학및재생의학
933,이규백 교수님,마이크로및나노기술(영강)
934,이정훈 교수님,바이오센서
935,김정민 교수님,영상정보학I
936,김익수 교수님,의료기기시스템
937,심현선 교수님,초음파영상학실습
938,김문찬 교수님,전산화단층영상학
940,최기봉 교수님,보건통계학개론
941,양지안 교수님,보건통계학개론
942,윤기찬 교수님,법과보건정책관리
943,최만규 교수님,보건의료조직관리론
944,김웅철 교수님,치아와건강
945,이종태 교수님,환경과건강(영강)
946,김승섭 교수님,사회역학개론(영강)
947,허현희 교수님,보건프로그램계획및평가
948,김경희 교수님,보건정책학
949,이준협 교수님,보건경제학
950,전진훈 교수님,기초치과재료학
951,김지환 교수님,치과보철학개론
952,이종태 교수님,역학과정책
953,최홍조 교수님,국제보건론
954,박기수 교수님,헬스커뮤니케이션
955,윤기찬 교수님,보건의료마케팅론(영강)
956,이태노 교수님,유헬스케어
957,"김총명,전진훈 교수님",치과CAD-CAM산업
958,김지환 교수님,보건산업론
959,정혜주 교수님,사회정책과건강(영강) Tutorial 제도 시행 강의임
960,최달웅 교수님,보건환경독성학
961,조용민 교수님,산업보건학
962,문경환 교수님,환경보건학
963,김성욱 교수님,보건환경생화학
964,류정록 교수님,진단화학및실험
965,김정민 교수님,방사선과학
966,김기현 교수님,기초수리학(영강)
967,유한나 교수님,보건자료처리(영강)
968,김승철 교수님,방사선생명과학
969,"손종렬,남인식 교수님",실내환경학
970,문경환 교수님,수질오염제어
971,김민영 교수님,대기질관리
972,이승관 교수님,신체방어시스템검사
973,이원호 교수님,방사선안전분석(영강)
974,김성욱 교수님,감염안전관리학
975,이인학 교수님,생태계와건강
976,이원호 교수님,원자력기초이론(영강)
977,손종렬 교수님,융합보건청정기술
978,심상효 교수님,작업환경측정및실험
979,이재민 교수님,영양학
980,최은희 교수님,식품유통과마케팅
981,이재민 교수님,급식경영
982,김수연 교수님,영양판정
983,정혜경 교수님,임상영양학
984,정수현 교수님,식품위생관계법규
985,김진관 교수님,임상화학및실험Ⅰ
986,홍성회 교수님,병리조직학및실험Ⅰ(영강)
987,조경진 교수님,임상혈액학및실험Ⅰ
988,김성욱 교수님,임상생리학및실험I
989,"박종경,장연 교수님",국소의치기공학실습
990,"심지영,김동연 교수님",치과도재기공학실습
991,강정호 교수님,공중보건학
992,이고은 교수님,의류학의이해 [1학년 우선 수강]
993,김경민 교수님,청년발달
994,임정하 교수님,아동가족연구법및실습(영강)
995,주인숙 교수님,가계재무관리
996,김유경 교수님,식품학(영강) [1학년 수강불가]
997,김유경 교수님,식품학실험 [1학년 수강불가]
998,정채영 교수님,영양학
999,이연숙 교수님,"가정교과교육론 [수강대상: 3,4학년으로 제한]"
1000,한영선 교수님,가정경영학의이해
1001,이예영 교수님,복식문화사
1002,기정화 교수님,패션산업구조(영강) (담당교원 변경 2017.02.10)
1003,손혜숙 교수님,"조리실습 [가정교육과 3,4학년 수강가능]"
1004,이하나 교수님,가정과문화
1005,정순화 교수님,부모교육
1006,"이혜원,강주희 교수님",패션정보및상품기획 (담당교원 변경 2017.02.10)
1007,강선보 교수님,교육철학
1008,김성일 교수님,교육심리학
1009,한용진 교수님,세계교육사
1010,홍후조 교수님,교육과정
1011,이용진 교수님,교육공학
1012,손승현 교수님,특수교육학개론(영강) 1학년 수강불가
1013,조대연 교수님,평생교육개론
1014,이보라 교수님,진로진학상담(영강)
1015,강현주 교수님,평생교육방법론(영강)
1016,백혜조 교수님,교육학교과교육론
1017,홍세희 교수님,초급교육통계(영강)
1018,신현석 교수님,교육행정학
1019,최윤진 교수님,다문화교육개론
1020,이상민 교수님,학교현장심리검사도구의활용(영강)
1021,봉미미 교수님,학습동기
1022,신창호 교수님,동서양고전강독
1023,김종윤 교수님,기업교육론(영강)
1024,이창희 교수님,한문학의이해
1025,이창희 교수님,한국문학의이해
1026,최정례 교수님,현대시선독
1027,박치범 교수님,소설교육론
1028,이순영 교수님,독서교육론
1029,정재림 교수님,국어교과논리및논술
1030,김유범 교수님,국어음운론
1031,"이남호,전경욱이창희,이관규김유범,이순영정재림 교수님",국어교과교육론 [1학년 수강]
1032,장정수 교수님,고대시가교육론
1033,전경욱 교수님,구비문학교육론
1034,양세희 교수님,중등문법교육론
1035,함희진 교수님,국어형태론
1036,전정옥 교수님,희곡교육론
1037,장예준 교수님,고전문학교육론
1038,김경화 교수님,화법교육론 3/8일 수업부터 교육관305호에서 수업
1039,이관규 교수님,문법과국어생활
1040,성은혜 교수님,현대문학사
1041,이남호 교수님,현대문학교육론 [국어교육과 4학년만 수강가능]
1042,김유범 교수님,훈민정음의이해
1043,정지현 교수님,한국어교육개론
1044,김지애 교수님,한국어교재및지도법
1045,권혁진 교수님,"해석학I 연습(금요일 3,4교시)"
1046,권순희 교수님,선형대수I 연습(수요일 2교시)
1047,정은경 교수님,통계학
1048,권혁진 교수님,미분방정식I 연습(화요일 6교시)
1049,권순희 교수님,"현대대수I 연습(수요일 2교시, 금요일 5교시)"
1050,서아림 교수님,위상수학I
1051,김용철 교수님,복소수함수론I
1052,김동중 교수님,컴퓨터와수학교육(영강)
1053,김영욱 교수님,미분기하I
1054,서아림 교수님,기하학교수이론과지도
1055,김재현 교수님,교사를위한이산수학
1056,황우형 교수님,수학교과교재연구및지도법
1057,안정환 교수님,정수론 연습(금요일 7교시)
1058,김용철 교수님,실함수론I
1059,권내현 교수님,한국사개론 역교 1학년만 수강 가능
1060,송진 교수님,중국고대사
1061,정순일 교수님,일본고대사
1062,김경란 교수님,한국근세사
1063,조영헌 교수님,중국근대사
1064,정순일 교수님,한일교섭의역사
1065,윤선자 교수님,서양근대사
1066,조영헌 교수님,역사교과교재연구및지도법(세계사I)
1067,백은진 교수님,"역사교과교육론 3, 4학년만 수강 가능"
1068,정대성 교수님,서양문화사
1069,김재웅 교수님,한국현대사
1070,원태준 교수님,서양사특강(영강)
1071,주수완 교수님,한국문화사
1072,이병련 교수님,"멀티미디어와역사교육 3, 4학년만 수강 가능"
1073,이상근 교수님,영어학입문(영강) (영어교육과 신입생 1번-33번)
1074,윤정회 교수님,영어학입문(영강) (영어교육과 신입생 34번-끝)
1075,"Grace Kim,Hamilton Chang 교수님",영어청해및회화I(영강) (영어교육과 신입생 1번-33번)
1078,고영희 교수님,영미문학교육(영강)
1079,"Grace Kim,Hamilton Chang 교수님",영어청해및회화II(영강) (영어교육과 신입생 1번-33번)
1080,"Grace Kim,Hamilton Chang 교수님",영어청해및회화II(영강) (영어교육과 신입생 34번-끝)
1081,"Grace Kim,Hamilton Chang 교수님",영어청해및회화II(영강) (전학년 수강가능)
1082,Michael Misner 교수님,고급영어독해(영강)
1083,Brian Atwood Stokes 교수님,고급영어독해(영강)
1084,이영주 교수님,고급영어독해(영강) [2/23일자로 담당교수 변경]
1085,Grace Kim 교수님,영어교과논리및논술(영강)
1086,Michael Misner 교수님,영어교과논리및논술(영강)
1087,이신숙 교수님,영어음성및음운구조(영강)
1088,강유선 교수님,"영어독해교육론(영강) (타과생, 교생 수강 불가; 첫주 수업 미출석시 정정기간내 추가 불가)"
1089,Hamilton Chang 교수님,영미문화의이해(영강)
1090,Brian Atwood Stokes 교수님,영미문화의이해(영강)
1091,황지연 교수님,영미아동문학강독(영강) (교생 참가자 수강 불가)
1092,Hamilton Chang 교수님,영어발표와실용영어(영강)
1093,Grace Kim 교수님,영어발표와실용영어(영강)
1095,김영신 교수님,영어발달과세계영어(영강)
1096,박태자 교수님,영어교과교육론(영강) (교생 참가자 수강 불가)
1097,백진경 교수님,영어교과교재연구및지도법(영강) (영어교과교육론 선이수자 수강가능)
1098,최석무 교수님,영미소설이해(영강)
1099,Brian Atwood Stokes 교수님,고급영어작문(영강)
1100,Michael Misner 교수님,고급영어작문(영강)
1101,정태구 교수님,영문법교육론
1102,김영미 교수님,영어멀티미디어교육론
1103,허명혜 교수님,영어습득론
1104,최인철 교수님,중등영어교육측정과평가(영강)
1105,황지연 교수님,영어극읽기(영강) (교생 참가자 수강 불가)
1106,정헌 교수님,영미시강독및지도연습
1107,신성희 교수님,인문지리학개론 지리교육과 1학년 필수
1108,성영배 교수님,지형학(영강)
1109,김종근 교수님,지도학
1110,김희순 교수님,촌락지리학
1111,홍금수 교수님,한국지리총론
1112,홍금수 교수님,야외지리조사III
1113,손승호 교수님,계량지리학
1114,홍금수 교수님,문화지리학
1115,박성근 교수님,세계지리
1116,홍서영 교수님,지리교과교육론
1117,김부성 교수님,사회지리학
1118,한동균 교수님,지리교수론
1119,홍성찬 교수님,지리조사법
1120,천종호 교수님,유럽지리
1121,김영호 교수님,지리과ICT교육론(영강) 지리정보론GEOG303 선수강or 담당교수 허락을 득한 학생
1122,김성규 교수님,골프교수법
1123,서민석 교수님,육상교수법Ⅰ
1124,박진훈 교수님,수영교수법Ⅰ
1125,최상협 교수님,수영교수법Ⅰ
1126,유정인 교수님,체육교육개론
1127,이진석 교수님,스포츠생리학
1128,박진훈 교수님,운동학습및심리(영강)
1129,이승규 교수님,체조교수법Ⅰ
1130,장성운 교수님,축구교수법
1131,이예승 교수님,댄스스포츠교수법
1132,김성규 교수님,체육진로교육및상담
1133,박종훈 교수님,스포츠영양학(영강)
1134,김태완 교수님,운동역학
1135,김태윤 교수님,배드민턴교수법
1136,이승규 교수님,체육사.철학
1137,최희동 교수님,스포츠마케팅
1138,김매이 교수님,여가복지론(영강)
1139,류태호 교수님,뉴스포츠교수법
1140,양재혁 교수님,농구교수법
1141,최영준 교수님,스포츠심리기술훈련
1142,송용관 교수님,코칭론
1143,정주혁 교수님,"체육교과교재연구및지도법(영강) 체육교육전공 2,3,4학년만 가능.수강신청 정정기간 이전부터 출석요망."
1144,김태윤 교수님,야외활동Ⅰ
1145,김수경 교수님,운동처방학
1146,류태호 교수님,체육교과논리및논술
1147,유정인 교수님,체육교육개론 체육특기자 외 수강금지
1148,박진훈 교수님,수영교수법 체육특기자 외 수강금지
1149,최상협 교수님,수영교수법 체육특기자 외 수강금지
1150,김진환 교수님,배드민턴교수법 체육특기자 외 수강금지
1151,안지영 교수님,요가 체육특기자 외 수강금지
1152,김성규 교수님,골프교수법 체육특기자 외 수강금지
1153,조재춘 교수님,교육용프로그래밍언어
1154,채정민 교수님,데이터베이스시스템
1155,유헌창 교수님,운영체제론
1156,지재원 교수님,패션저널리즘
1157,김대성 교수님,동물생리학(영강)
1158,홍기창 교수님,동물분자유전학
1159,서용원 교수님,식물생명공학
1160,김기덕 교수님,식물병리학
1161,지영민 교수님,유기화학Ⅰ
1162,최용석 교수님,유기화학Ⅰ(영강)
1163,이동호 교수님,유기화학Ⅰ(영강)
