,ProfessorName,className
1164,이일석 교수님,유기화학Ⅰ
1165,김종훈 교수님,발생공학
1166,황광연 교수님,대사조절학
1167,전태훈 교수님,면역공학(영강)
1168,김진수 교수님,집단유전학
1169,박천호 교수님,화훼과학
1170,이동호 교수님,천연물공학(영강)
1171,김종윤 교수님,식물공장학(영강)
1172,이일석 교수님,미생물생명공학Ⅰ
1173,박성효 교수님,독성생화학
1174,노은운 교수님,임목생명공학
1175,고용 교수님,세포생물학Ⅰ(영강)
1176,송문정 교수님,세포생물학Ⅰ(영강)
1177,송권화 교수님,세포생물학Ⅰ(영강)
1178,"구승회,최의주 교수님",세포생물학Ⅰ
1179,김옥매 교수님,세포생물학Ⅰ(영강)
1180,김충호 교수님,세포생물학Ⅰ(영강)
1181,윤철원 교수님,미생물학Ⅰ
1182,윤원석 교수님,미생물학Ⅰ
1183,김범석 교수님,미생물학Ⅰ
1184,최인걸 교수님,미생물학Ⅰ
1185,"안병윤,백경희 교수님",분자생물학Ⅰ
1186,조용철 교수님,분자생물학Ⅰ(영강)
1187,이영식 교수님,분자생물학Ⅰ(영강)
1188,"백자현,윤봉준 교수님",유전학Ⅰ(영강)
1189,유상동 교수님,유전학Ⅰ(영강)
1190,김욱 교수님,유전학Ⅰ(영강)
1191,"최상윤,김준 교수님",생화학Ⅰ(영강)
1192,"구승회,최무현 교수님",생화학Ⅰ
1193,"황광연,이영식 교수님",생화학Ⅰ
1194,이병천 교수님,생화학Ⅰ(영강)
1195,이철구 교수님,기능유전체학(영강)
1196,지성욱 교수님,기능유전체학(영강)
1197,김형기 교수님,암생물학
1198,지성길 교수님,암생물학(영강)
1199,김기중 교수님,생명과학실험II(계통분류학)
1200,김기중 교수님,식물계통분류학
1201,강성만 교수님,인체분자유전학
1202,박세호 교수님,생명과학실험Ⅴ(면역학)
1203,안지훈 교수님,생명과학실험Ⅵ(유전학)
1204,김찬화 교수님,생물물리화학I
1205,고영규 교수님,생리학I
1206,"백자현,윤봉준 교수님",신경생물학(영강)
1207,박세호 교수님,면역학I
1208,윤철원 교수님,연구논문지도I
1209,이상호 교수님,발생생물학
1210,"백경희,김옥매 교수님",식물생명과학
1211,구만복 교수님,나노생명과학의이해
1212,안지훈 교수님,식물발달분자생리학I
1213,Asia Khamzina 교수님,생태학(영강)
1214,홍선희 교수님,야생식물학
1215,현승훈 교수님,환경토양학및실험
1216,김해경 교수님,환경조경학
1217,신현동 교수님,미생물자원학
1218,전성우 교수님,환경정보및계획학(영강)
1219,최윤이 교수님,환경과학(영강)
1220,권정환 교수님,환경분석화학및연습(영강)
1221,김재진 교수님,환경생물공학
1222,최윤이 교수님,생물재료화학(영강)
1223,전진형 교수님,조경시설물설계및실습(영강)
1224,이진욱 교수님,조경계획및실습
1225,김종성 교수님,환경수목학
1226,배연재 교수님,수서생태학
1227,서동조 교수님,환경GIS및실습
1228,김재진 교수님,환경생태공학세미나I
1229,김재진 교수님,연구논문지도
1230,박우준 교수님,미생물생태학(영강)
1231,김민석 교수님,식물환경학Ⅱ및실험
1232,유지수 교수님,수질관리학및실험
1233,박우준 교수님,생물학적폐기물처리(영강)
1234,Asia Khamzina 교수님,경관생태학(영강)
1235,정순갑 교수님,기후변화과학
1236,김성진 교수님,기후변화경제학
1237,백주영 교수님,조경공학및구조
1238,한재준 교수님,식품과학기초(영강)
1239,류지훈 교수님,식품미생물학I(영강)
1240,이광원 교수님,식품화학I(영강)
1241,임승택 교수님,식품분석학
1242,이민석 교수님,식품위생학
1243,우건조 교수님,식품법규
1244,이성준 교수님,식품생화학I(영강)
1245,김세헌 교수님,유가공학
1246,박현진 교수님,식품공학I
1247,김남희 교수님,식품위생학실험
1248,"류지훈,TAN PEI LEI 교수님",식품미생물학실험
1249,임승택 교수님,식품분석학실험
1250,이성준 교수님,건강기능식품학
1251,조승용 교수님,과실채소류과학
1252,"임승택,박현진김세헌,이민석류지훈,한재준 교수님",식품산업현장실습 3월 8일 수업은 1시 CJ식품안전관 114호에서 있습니다
1253,박호정 교수님,자원경제학(영강)
1254,서동희 교수님,공공경제학(영강)
1255,서병선 교수님,응용계량경제학(영강)
1256,안병일 교수님,미시경제분석(영강)
1257,안병일 교수님,식품마케팅(영강)
1258,한두봉 교수님,식품산업조직론(영강) Flipped Class 시행 강의임
1259,임재영 교수님,보건경제학원론(영강)
1260,조용성 교수님,자원환경정책
1261,"한두봉,John B. Penson, Jr. 교수님","식품산업재무관리(영강,G-class)"
1262,임송수 교수님,국제농산물무역론(영강)
1263,김동현 교수님,응용재무경제학(영강)
1264,조용성 교수님,부동산경제론
1265,양승룡 교수님,농식품가격분석론
1266,신경호 교수님,의과학입문Ⅰ
1267,임도선 교수님,의학개론
1268,"오준서,김현수 교수님",분자생물학
1269,"김현,엄창섭유임주,선웅오준서,김현수이동민 교수님",기초의학통합실습Ⅱ
1270,이준영 교수님,의학통계학(이론및실습)
1271,"박석인,박길홍손정원,박윤규김명곤,이경미김태우 교수님",생화학Ⅱ ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1272,"김현,엄창섭유임주,선웅김현수,이동민 교수님",해부학 ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1273,"나흥식,한희철김양인,박중진황선욱,이민구 교수님",생리학 ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1274,"김현,엄창섭유임주,선웅김현수,안효현이동민 교수님",조직학 ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1279,"안형식,윤석준 교수님",보건관리 ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1280,서연석 교수님,소화기내과학임상실습 ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1281,김선미 교수님,가정의학임상실습 ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1283,송관규 교수님,류마티스내과학임상실습 ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1284,김성은 교수님,핵의학임상실습 ※의과대학 의학과 전공과목(타 과 학생 수강신청 불가)
1285,이상훈 교수님,기초물리학실험Ⅰ
1286,최준곤 교수님,일반역학
1287,이정일 교수님,수리물리학I(영강)
1288,최수용 교수님,현대물리학및실험(영강) 학번 끝자리가 홀수인 학생 수강신청 요망
1289,최원식 교수님,현대물리학및실험(영강) 학번 끝자리가 짝수인 학생 수강신청 요망
1290,원은일 교수님,전자기학Ⅱ(영강)
1291,조동현 교수님,양자역학I
1292,양승열 교수님,통계물리학Ⅱ
1293,조동현 교수님,고급물리실험
1294,원은일 교수님,전산물리학및실습(영강)
1295,이경진 교수님,생물물리학
1296,양성덕 교수님,TOPIC COURSE 수학과 컴퓨터의 융합Flipped Class 시행 강의임
1297,김지연 교수님,TOPIC COURSE(영강) 게임이론
1298,김동균 교수님,집합론 Flipped Class 시행 강의임
1299,김상집 교수님,이산수학(영강)
1300,강창헌 교수님,이산수학
1301,정익래 교수님,이산수학(영강) 사이버국방학과
1302,오승상 교수님,해석학Ⅰ및연습 수학과 2학년
1303,허야용 교수님,해석학Ⅰ및연습(영강) 수학과 2학년 제외
1304,김도윤 교수님,해석학Ⅰ및연습(영강) 수학과 2학년 제외
1305,김상집 교수님,선형대수Ⅰ및연습(영강) 수학과 2학년
1306,홍성복 교수님,선형대수Ⅰ및연습 수학과 2학년 제외
1307,김홍중 교수님,선형대수Ⅰ및연습(영강) 수학과 2학년 제외Tutorial 및 Flipped Class제도 시행 강의임
1308,윤중석 교수님,선형대수Ⅰ및연습 수학과 2학년 제외
1309,조용승 교수님,선형대수Ⅰ및연습 수학과 2학년 제외
1310,황윤성 교수님,정수론
1311,권보현 교수님,미분방정식및연습(영강) 수학과담당교수 변경
1312,최정환 교수님,미분방정식및연습 수학과 제외Tutorial및 flipped class 제도 시행 강의임
1313,구형운 교수님,미분방정식및연습 수학과 제외
1314,최부림 교수님,복소해석학I
1315,양종호 교수님,복소해석학I
1316,김동균 교수님,대수학Ⅰ Tutorial 제도 시행 강의임
1317,김영욱 교수님,미분기하학Ⅰ
1318,홍성복 교수님,위상수학Ⅰ
1319,구형운 교수님,확률과통계및연습 Tutorial 제도 시행 강의임
1320,최기봉 교수님,확률과통계및연습
1321,최부림 교수님,실해석학
1322,박의성 교수님,대수학특강(영강)
1323,김경훈 교수님,편미분방정식및연습(영강)
1324,위인숙 교수님,금융수학
1325,김준석 교수님,응용수학특강(영강)
1326,황진옥 교수님,기초암호학
1327,"김창성,유인걸 교수님",무제과목
1328,"최선규,서지은 교수님",지구물질과학
1329,윤성택 교수님,지구화학
1330,이미혜 교수님,대기화학
1331,이순재 교수님,수리지질학(영강)
1332,이진한 교수님,구조지질학
1333,박용희 교수님,지구물리탐사
1334,김형수 교수님,변성암석학(영강)
1335,조석주 교수님,퇴적시스템(영강)
1336,최선규 교수님,응용광물학
1337,조호영 교수님,자연재해(영강)
1338,정광섭 교수님,물리화학Ⅰ(영강)
1339,이상원 교수님,분석화학
1340,하덕찬 교수님,유기화학Ⅰ
1341,심상희 교수님,물리화학(영강)
1342,우한영 교수님,전공심화연구I
1343,이석중 교수님,무기화학Ⅰ
1344,한호규 교수님,생화학Ⅰ
1345,이상원 교수님,물리화학실험
1346,곽경원 교수님,양자화학(영강)
1347,윤효재 교수님,물리유기화학(영강)
1348,이광렬 교수님,무기화학실험
1349,김종승 교수님,유기분광화학(영강) 화학과 학생 및 화학과 2중전공 학생만 수강가능
1350,천철홍 교수님,유기합성화학(영강)
1351,우한영 교수님,고분자화학I(영강)
1352,전영삼 교수님,실용논리
1353,김진영 교수님,경제원론I <튜토리얼강좌>(경제학전공 1학년에 한함)
1354,김동환 교수님,경제원론I 담당교수 변경(송철종→김동환)
1355,김석호 교수님,경제원론I(영강)
1356,김석호 교수님,경제원론I(영강) (경영학과 전공생에 한함)04분반 수강신청관련은 경영학과행정실로 문의바람
1357,김수정 교수님,경제원론I 05분반 수강신청관련은 경영학과행정실로 문의바람
1358,박도준 교수님,경제원론I 06분반 수강신청관련은 경영학과행정실로 문의바람
1359,신우진 교수님,경제원론I 07분반 수강신청관련은 경영학과행정실로 문의바람
1360,이한얼 교수님,경제원론I 08분반 수강신청관련은 경영학과행정실로 문의바람
1361,장선구 교수님,경제원론I 09분반 수강신청관련은 경영학과행정실로 문의바람
1362,윤기호 교수님,미시경제이론 (인원제한:110명)(선수:경제원론1)
1363,김범수 교수님,미시경제이론(영강) (인원제한:70명)(선수:경제원론1)
1364,김석일 교수님,미시경제이론 (선수:경제원론1)
1365,김남수 교수님,미시경제이론 (선수:경제원론1)
1366,구세주 교수님,미시경제이론 (인원제한:50명)(선수:경제원론1)
1367,박철범 교수님,거시경제이론(영강) (선수:경제원론2)
1368,Pidong Huang 교수님,거시경제이론(영강) (선수:경제원론2)
1369,Dirk Bethmann 교수님,거시경제이론(영강) (인원제한:45명)(선수:경제원론2)
1370,조남운 교수님,거시경제이론 (선수:경제원론2)
1371,Pidong Huang 교수님,경제원론II(영강)
1372,Dirk Bethmann 교수님,경제원론II(영강) (인원제한:60명)
1373,박의환 교수님,경제원론II
1374,전병헌 교수님,경제수학
1375,조원기 교수님,경제수학(영강)
1376,김석일 교수님,경제수학 [수강마감]
1377,김범수 교수님,경제의통계분석(영강) (인원제한:70명)
1378,김덕파 교수님,경제의통계분석(영강)
1379,이진혁 교수님,경제의통계분석(영강)
1380,남재현 교수님,"산업조직론(영강) (3,4학년에 한함)"
1381,조영철 교수님,정치경제학개론
1382,이명재 교수님,계량경제학I (인원제한:70명)
1383,한치록 교수님,계량경제학I(영강) (인원제한:115명)
1384,박이택 교수님,한국경제사
1385,유승한 교수님,정보의비대칭성과유인설계(영강)
1386,신관호 교수님,화폐금융론 [수강마감]
1387,장재철 교수님,화폐금융론
1388,이우진 교수님,재정학(영강) (인원제한:70명)
1389,이삼호 교수님,조세론(영강) (한국의 제도관련한 이해한 국문문헌의 이해 필요)
1390,강규호 교수님,국제금융론(영강)
1391,조성일 교수님,국제금융론 (인원제한:55명)
1392,조재한 교수님,국제무역론(영강)
1393,강성진 교수님,경제발전론 (인원제한:70명)
1394,정주연 교수님,노사관계론
1395,박이택 교수님,중국경제론
1396,김윤정 교수님,재무경제학
1397,김동수 교수님,경제정책
1398,이홍식 교수님,경제통합론(영강) (한국자료로 강의하므로 교환학생 수강제한)
1399,나영숙 교수님,법경제학(영강)
1400,연제호 교수님,비주류의경제학
1401,박이택 교수님,동서양고전의경제학
1402,김동원 교수님,시사경제I
1403,이종화 교수님,한국아시아세계경제의최근쟁점(영강) [수강마감]<화상강의>
1404,장하원 교수님,한국경제론 (인원제한:70명)
1405,고명덕 교수님,북한경제론
1406,서영경 교수님,한국거시경제분석
1407,김세익 교수님,노동경제세미나(영강) (인원제한:3학년16명/4학년24명)(한국자료로 강의하므로 교환학생 수강제한)
1408,이국헌 교수님,한국경제세미나
1409,김동헌 교수님,고급이론세미나(영강) (한국경제 현안에 대하여 옴니버스 강의로 교환학생 수강 제한)
1410,김병곤 교수님,서양고대.중세정치사상
1411,Alexandrova Iordanka Sasheva 교수님,동북아국제관계론(영강)
1412,김현경 교수님,일본정치론(영강)
1413,현인택 교수님,국제정치론 (16학번부터 전공필수)
1414,이웅현 교수님,외교사
1415,주형민 교수님,비교정치개설 (16학번부터 전공필수)
1416,박선경 교수님,의회와입법과정 (담당교수 변경됨)
1417,김헌준 교수님,국제법(영강)
1418,신재혁 교수님,동남아시아정치론(영강)
1419,박선경 교수님,정치경제론(영강)
1420,지은주 교수님,정치과정론(영강)
1421,이동선 교수님,국제관계이론
1422,최치원 교수님,현대정치철학
1423,이용욱 교수님,국제정치경제론
1424,박홍규 교수님,정치가론
1425,정주연 교수님,동아시아정치론(영강) (화상강의)
1426,김남국 교수님,정체성정치
1427,허인혜 교수님,"한국정치론 (16학번부터 전공필수,유사과목:POLI371한국정치)"
1428,배진석 교수님,거버넌스연구(영강)
1429,민태은 교수님,미국정치론(영강)
1430,권혁용 교수님,비교정치경제
1431,이용욱 교수님,국제정치세미나 :글로벌 금융통화 거버넌스의 정치경제(인원제한:15명)
1432,오찬욱 교수님,"통계계산소프트웨어 (기초전산통계 과목명, 학수번호 변경)"
1433,차재형 교수님,"통계계산소프트웨어 (기초전산통계 과목명, 학수번호 변경)"
1434,최상범 교수님,통계수학(영강) (통계학과 17학번 신입생에 한함)
1435,조영경 교수님,통계수학
1436,최상범 교수님,확률론입문(영강)
1437,정윤서 교수님,확률론입문(영강)
1438,신승준 교수님,수리통계학(영강)
1439,정윤서 교수님,수리통계학(영강)
1440,조영경 교수님,행렬이론
1441,박민규 교수님,사회과학을위한통계적방법
1442,최태련 교수님,"통계계산방법(영강) (중급전산통계 과목명, 학수번호 변경/ 선수과목: 통계계산소프트웨어, 기초통계학)"
1443,정환 교수님,회귀분석(영강)
1444,조형준 교수님,범주형자료분석(영강)
1445,송주원 교수님,다변량통계분석(영강)
1446,박유성 교수님,경영경제데이터분석
1447,송성주 교수님,금융통계학 (선수과목: 확률론입문 또는 확률과통계및연습)
1448,이재원 교수님,생명과학데이터분석
1449,구자용 교수님,선형방법론
1450,김지성 교수님,조사방법론
1451,김두래 교수님,정책학
1452,김영대 교수님,행정이론
1453,최상옥 교수님,인사행정
1454,윤성식 교수님,예산과재무관리
1455,심동철 교수님,조직이론(영강)
1456,김희강 교수님,공공철학과윤리(영강)
1457,이은선 교수님,민주주의와행정
1458,김태일 교수님,복지정책
1459,심동철 교수님,정책기획론(영강)
1460,정해일 교수님,공공부문의경제적분석(영강)
1461,김현준 교수님,공공관리(영강) * 선수과목: 조직이론(PAPP240) 또는 조직과환경(SOCI486) 미이수자 수강불가
1462,최진욱 교수님,정부부패(영강) (1학년 수강불가)
1463,이응균 교수님,환경정책(영강)
1464,윤견수 교수님,행정사례분석(영강)
1465,임현 교수님,행정과법
1466,강지선 교수님,갈등관리와협상
1467,구교준 교수님,정책분석및평가(영강)
1468,최흥석 교수님,정보관리와전자정부
1469,임현 교수님,공공관리자를위한행정법I
1470,김재선 교수님,공공관리자를위한행정법I
1471,박찬웅 교수님,역공학기법
1472,김경곤 교수님,고급해킹실습
1473,박성빈 교수님,이산수학(영강)
1474,김정현 교수님,이산수학(영강)
1475,김종규 교수님,자료구조
1476,김병욱 교수님,자료구조
1477,Hongzhe Li 교수님,자료구조(영강)
1478,박성빈 교수님,알고리즘(영강)
1479,이희조 교수님,계산이론(영강)
1480,오학주 교수님,계산이론(영강)
1481,최진영 교수님,계산이론
1482,정성우 교수님,논리설계(영강)
1483,백승준 교수님,논리설계(영강)
1484,김영근 교수님,논리설계
1485,이경호 교수님,컴퓨터구조
1486,이주섭 교수님,공학수학(영강)
1487,이재훈 교수님,회로이론(영강)
1488,오학주 교수님,컴파일러(영강)
1489,김창헌 교수님,컴퓨터그래픽스
1490,한정현 교수님,컴퓨터그래픽스
1491,유혁 교수님,운영체제
1492,유헌창 교수님,운영체제
1493,민성기 교수님,컴퓨터네트워크
1494,육동석 교수님,인공지능
1495,김현철 교수님,인공지능
1496,백두권 교수님,데이터베이스
1497,정재화 교수님,데이터베이스
1498,김종완 교수님,데이터베이스
1499,"변진석,박재득 교수님",기업가정신과리더쉽(영강)
1500,이재훈 교수님,사물인터넷설계
1501,임희석 교수님,자연어처리
1502,강재우 교수님,데이터과학(영강) 유연학기강좌임 (8주)
1503,이상근 교수님,데이터과학
1504,오태원 교수님,디지털통신이론(영강)
1505,정원주 교수님,정보이론
1506,이희조 교수님,졸업프로젝트I
1507,이희조 교수님,졸업프로젝트II
1508,이희조 교수님,현장실습I
1509,이희조 교수님,현장실습II
1510,이희조 교수님,현장실습III
1511,황석중 교수님,과목7
1512,강찬옥 교수님,과목13
1513,김승주 교수님,과목 6(영강)
1514,김형중 교수님,과목11(영강)
1515,최진영 교수님,과목16
1516,이경호 교수님,과목17
1517,조상현 교수님,과목18
1518,홍석희 교수님,과목52(영강)
1519,임종인 교수님,과목27
1520,장남수 교수님,과목29
1521,김휘강 교수님,과목37(영강)
1522,이원준 교수님,과목53(영강)
1523,강찬옥 교수님,과목79
1524,최진영 교수님,과목80
1525,오성준 교수님,과목54(영강)
1526,이경호 교수님,과목56(영강)
1527,이상진 교수님,과목75
1528,"오태원,정지채이재훈,정원주백승준,이주섭 교수님",전파통신공학및실험
1529,Christian Wallraven 교수님,뇌및인지과학개론(영강)
1530,정지채 교수님,생명물리학
1531,장규현 교수님,사이버기술과법
1532,김경곤 교수님,해킹과보안
1533,하종호 교수님,1학년 세미나 철학과
1534,이동호 교수님,1학년 세미나 생명공학부
1535,이민석 교수님,1학년 세미나 식품공학과
1536,이성준 교수님,1학년 세미나 식품공학과
1537,이정일 교수님,1학년 세미나 물리학과
1538,천철홍 교수님,1학년 세미나 화학과
1539,이미혜 교수님,1학년 세미나 지구환경과학과
1540,허준 교수님,1학년 세미나 전기전자공학부
1543,김기훈 교수님,1학년 세미나 경영학과
1544,문재윤 교수님,1학년 세미나 경영학과
1545,박경삼 교수님,1학년 세미나 경영학과
1546,배진한 교수님,1학년 세미나 경영학과
1547,신만수 교수님,1학년 세미나 경영학과
1548,이동섭 교수님,1학년 세미나 경영학과
1549,이동욱 교수님,1학년 세미나 경영학과
1550,이동원 교수님,1학년 세미나 경영학과
1551,이종호 교수님,1학년 세미나 경영학과
1552,정재호 교수님,1학년 세미나 경영학과
1553,한승수 교수님,1학년 세미나 경영학과
1554,권보드래 교수님,1학년 세미나 국어국문학과
1555,신지영 교수님,1학년 세미나 국어국문학과
1556,민경현 교수님,1학년 세미나 사학과
1557,허태균 교수님,1학년 세미나 심리학과
1558,김양순 교수님,1학년 세미나 영어영문학과
1559,남호성 교수님,1학년 세미나 영어영문학과
1560,배지완 교수님,1학년 세미나 서어서문학과
1561,김재진 교수님,1학년 세미나 환경생태공학부
1562,안병일 교수님,1학년 세미나 식품자원경제학과
1563,양승룡 교수님,1학년 세미나 식품자원경제학과
1564,임송수 교수님,1학년 세미나 식품자원경제학과
1565,조용성 교수님,1학년 세미나 식품자원경제학과
1566,한두봉 교수님,1학년 세미나 식품자원경제학과
1567,김남국 교수님,1학년 세미나 정치외교학과
1568,김병곤 교수님,1학년 세미나 정치외교학과
1569,박홍규 교수님,1학년 세미나 정치외교학과
1570,이동선 교수님,1학년 세미나 정치외교학과
1571,이삼호 교수님,1학년 세미나 경제학과
1572,조원기 교수님,1학년 세미나 경제학과
1573,구자용 교수님,1학년 세미나 통계학과
1574,송주원 교수님,1학년 세미나 통계학과
1575,정환 교수님,1학년 세미나 통계학과
1576,김희강 교수님,1학년 세미나 행정학과
1577,오승주 교수님,1학년 세미나 신소재공학부
1578,이우진 교수님,1학년 세미나 건축사회환경공학부
1579,이종섭 교수님,1학년 세미나 건축사회환경공학부
1580,홍대희 교수님,1학년 세미나 기계공학부
1581,박수경 교수님,1학년 세미나 간호학과
1582,장성옥 교수님,1학년 세미나 간호학과
1583,박성빈 교수님,"1학년 세미나 컴퓨터학과, 금4 아산이학관633호"
1584,백승준 교수님,"1학년 세미나 컴퓨터학과, 금4 아산이학관633호"
1585,주재걸 교수님,"1학년 세미나 컴퓨터학과, 금4 아산이학관633호"
1586,차성덕 교수님,"1학년 세미나 컴퓨터학과, 금4 아산이학관633호"
1587,허준범 교수님,"1학년 세미나 컴퓨터학과, 금4 아산이학관633호"
1588,이기봉 교수님,1학년 세미나 디자인조형학부
1589,이동훈 교수님,1학년 세미나 사이버국방학과
1590,이준일 교수님,1학년 세미나 자유전공학부
1591,김태진 교수님,1학년 세미나 자유전공학부
1592,성준경 교수님,1학년 세미나 바이오의공학부
1593,김기현 교수님,1학년 세미나 보건환경융합과학부
1594,이준협 교수님,1학년 세미나 보건정책관리학부
1595,이정현 교수님,1학년 세미나 화공생명공학과
1596,이지원 교수님,1학년 세미나 화공생명공학과
1597,정주혁 교수님,1학년 세미나 체육교육과
1598,이순영 교수님,1학년 세미나 국어교육과
1599,이상근 교수님,1학년 세미나 영어교육과
1600,최인철 교수님,1학년 세미나 영어교육과
1601,박현숙 교수님,1학년 세미나 역사교육과
1602,권내현 교수님,1학년 세미나 역사교육과
1603,조영헌 교수님,1학년 세미나 역사교육과
1604,정순일 교수님,1학년 세미나 역사교육과
1605,Declan Flynn 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 1-34"
1606,Anthony Death 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 35-68"
1607,Paulette M. Hawkins 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 69-102"
1608,Declan Flynn 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 103-136"
1609,Anthony Death 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 137-170"
1610,Declan Flynn 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 171-204"
1611,Anthony Death 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 205-238"
1612,Paulette M. Hawkins 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 239-272"
1613,Paulette M. Hawkins 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 273-306"
1614,Mark Robert Eade 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 307-340"
1615,Declan Flynn 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 341-374"
1616,Anthony Death 교수님,"ACADEMIC ENGLISH I(영강) 경영1, 375-끝"
1617,Peter L. Sinclair 교수님,"ACADEMIC ENGLISH I(영강) 국문1, 1-33"
1618,Darius Goodwin 교수님,"ACADEMIC ENGLISH I(영강) 국문1, 34-끝"
1619,Cheryl Faye Magnant 교수님,"ACADEMIC ENGLISH I(영강) 철학1, 1-30"
1620,Peter L. Sinclair 교수님,"ACADEMIC ENGLISH I(영강) 철학1, 31-끝,사학1, 31-끝"
1621,Alexander Vos 교수님,"ACADEMIC ENGLISH I(영강) 한국사학1, 1-끝."
1622,Anthony Hanf 교수님,"ACADEMIC ENGLISH I(영강) 사학1, 1-30."
1623,Alexander Vos 교수님,"ACADEMIC ENGLISH I(영강) 심리1, 1-30"
1624,Cheryl Faye Magnant 교수님,"ACADEMIC ENGLISH I(영강) 사회1, 1-28"
1625,Cheryl Faye Magnant 교수님,"ACADEMIC ENGLISH I(영강) 사회1, 29-56"
1626,Thomas Walsh 교수님,"ACADEMIC ENGLISH I(영강) 사회1, 57-끝"
1627,Darius Goodwin 교수님,"ACADEMIC ENGLISH I(영강) 한문1, 1-끝"
1628,Kenton Alan Lee 교수님,"ACADEMIC ENGLISH I(영강) 영문1, 1-29"
1629,Kirstie Bromenshenk 교수님,"ACADEMIC ENGLISH I(영강) 영문1, 30-58"
1630,Anthony Hanf 교수님,"ACADEMIC ENGLISH I(영강) 영문1, 59-87"
1631,Nancie McKinnon 교수님,"ACADEMIC ENGLISH I(영강) 영문1, 88-끝"
1632,Alexander Vos 교수님,"ACADEMIC ENGLISH I(영강) 독문1, 1-27"
1633,Anthony Hanf 교수님,"ACADEMIC ENGLISH I(영강) 불문1, 1-27"
1634,Peter L. Sinclair 교수님,"ACADEMIC ENGLISH I(영강) 불문1, 28-끝,독문1, 28-끝"
1635,Kenton Alan Lee 교수님,"ACADEMIC ENGLISH I(영강) 중문1, 1-33"
1636,Kirstie Bromenshenk 교수님,"ACADEMIC ENGLISH I(영강) 중문1, 34-끝"
1637,Anthony Hanf 교수님,"ACADEMIC ENGLISH I(영강) 노문1, 1-28"
1638,Nancie McKinnon 교수님,"ACADEMIC ENGLISH I(영강) 노문1, 29-끝,일문1, 31-끝"
1639,Kenton Alan Lee 교수님,"ACADEMIC ENGLISH I(영강) 일문1, 1-30"
1640,Cheryl Faye Magnant 교수님,"ACADEMIC ENGLISH I(영강) 서문1, 1-28"
1641,Kirstie Bromenshenk 교수님,"ACADEMIC ENGLISH I(영강) 서문1, 29-끝"
1642,Nancie McKinnon 교수님,"ACADEMIC ENGLISH I(영강) 언어1, 1-끝"
